name,category,address,lat,lng,benefitValue,discountPercent,benefit_source_url,benefit_note,address_enriched
갤러리 모자이크,관광지,경기 파주시 탄현면 헤이리마을길 18-28,37.787147755942,126.696340921138,,,,,경기 파주시 탄현면 헤이리마을길 18-28
과천문화원,관광지,경기도 과천시 문원로 40-1,37.4283435834001,127.001794376076,,,,,경기 과천시 문원로 40-1
골드펫글램핑,관광지,경기 용인시 기흥구 기흥단지로 406,37.2210183770953,127.13873812633,,,,,경기 용인시 기흥구 기흥단지로 406
광주조선백자도요지,관광지,경기 광주시 남종면 산수로 1642-1,37.4962574186605,127.303448835049,,,,,경기 광주시 남종면 산수로 1642-1
광이원,관광지,경기 양평군 용문면 용문산로 120-11,37.5074389663119,127.605542358903,,,,,경기 양평군 용문면 용문산로 120-11
광명 영회원,관광지,경기도 광명시 노은사동,37.4399111106327,126.862082332455,,,,,경기 광명시 노온사동 141-20
그린토피아과수마을,관광지,경기 양평군 양서면 골용진길19번길 2-6,37.5573082709338,127.32863088449,,,,,경기 양평군 양서면 골용진길19번길 2-6
꽃주렁나무주렁캠핑장,관광지,경기도 용인시 처인구 이동읍 경기동로1024번길 40,37.1143321732368,127.210089135777,,,,,경기 용인시 처인구 이동읍 경기동로1024번길 40
꽃과 나무 캠핑장,관광지,경기 광주시 오포읍 고산리 573-1,37.3743775314849,127.211576787778,,,,,경기 광주시 고산동 573-1
도당공원,관광지,경기도 부천시 소사로593번길 124,37.5165352039122,126.79223580294,,,,,경기 부천시 원미구 도당동 산 25-5
명성산글램핑,관광지,경기도 포천시 영북면 산정호수로 1017,38.090160603678,127.319680627273,,,,,경기 포천시 영북면 산정호수로 1017
비산동 석실분,관광지,경기도 안양시 동안구 비산동 488,37.4249218321617,126.921038398989,,,,,경기 안양시 만안구 석수동 236-9
서호(축만제),관광지,경기 수원시 팔달구 화서동 436-1,37.2784690064904,126.989348715301,,,,,경기 수원시 팔달구 수성로100번길 64
서봉사 현오국사탑비,관광지,경기도 용인시 수지구 신봉동 산110,37.3370778730353,127.039741039448,,,,,경기 용인시 수지구 신봉동 산 110
수원시기후변화체험교육관 두드림,관광지,경기 수원시 권선구 호매실로 46-38,37.2578411245972,126.968647578047,,,,,경기 수원시 권선구 호매실로 46-38
솔밭펜션캠핑장,관광지,경기도 가평군 조종면 운악청계로371번길 58-34,37.8532048680436,127.350715319874,,,,,경기 가평군 조종면 운악청계로371번길 58-34
시화호 환경학교,관광지,경기 화성시 송산면 공룡로940번길 27,37.2886737594346,126.740830590609,,,,,경기 화성시 송산면 공룡로940번길 27
신갈승마클럽,관광지,경기도 용인시 기흥구 지삼로201번길 9,37.2410805811883,127.136295117458,,,,,경기 용인시 기흥구 지삼로201번길 9
시흥오이도선사유적공원,관광지,경기도 시흥시 서해안로 81-30,37.3410248054735,126.697769663418,,,,,경기 시흥시 서해안로 81-30
양평친환경농업박물관,관광지,경기도 양평군 용문면 용문산로 670,37.5476051694784,127.581224756163,,,,,경기 양평군 용문면 용문산로 670
여주 카라반 체험장,관광지,경기 여주시 점동면 선사길 321,37.2380775682016,127.68418895767,,,,,경기 여주시 점동면 선사길 321
오리서원,관광지,경기 광명시 오리로 287,37.4285142121994,126.880495909351,,,,,경기 광명시 오리로 287
용수 그린랜드,관광지,경기도 가평군 조종면 운악청계로491번길 87,37.8538284185379,127.347828160221,,,,,경기 가평군 조종면 운악청계로491번길 87
율곡 캠핑장,관광지,경기도 파주시 파평면 장승배기로 390-217,37.8917671834994,126.828783127908,,,,,경기 파주시 파평면 장승배기로 390-217
유진오박사 생가터,관광지,경기도 하남시 상산곡동 512-2번지,37.492377181963,127.23157547185,,,,,경기 하남시 상산곡동 512-2
임진각 장단역 증기기관차,관광지,경기도 파주시 문산읍 마정리 1400-5,37.8905522895282,126.736605589768,,,,,경기 파주시 문산읍 마정리 1400-5
주먹도끼로 세계를 놀라게 한 연천,관광지,경기도 연천군,38.0965222523366,127.075355784687,,,,,경기 연천군
청련암,관광지,경기도 수원시 장안구 수일로 335 청련암,37.3010207287628,127.022792355511,,,,,경기 수원시 장안구 수일로 335
청담관광농원 (캠핑플래닛),관광지,경기 포천시 화현면 봉화로 400-134,37.886251877806,127.285286779499,,,,,경기 포천시 화현면 봉화로 400-134
철마산,관광지,경기도 남양주시 진접읍,37.7263004861765,127.189886481276,,,,,경기 남양주시 진접읍
캠프오후4시,관광지,경기도 포천시 군내면 청군로2864번길 22,37.8693511828261,127.251090244343,,,,,경기 포천시 군내면 청군로2864번길 22
캠프리카캠핑장,관광지,경기도 양주시 백석읍 기산로440번길 147,37.7702646310899,126.939084345712,,,,,경기 양주시 백석읍 기산로440번길 147
카라반랜드,관광지,경기도 안산시 단원구 수영목길 27-75,37.215404457426,126.595321665384,,,,,경기 안산시 단원구 수영목길 27-75
추읍산,관광지,경기도 양평군 용문면 삼성리,37.4725939977606,127.575562618822,,,,,경기 양평군 용문면 삼성리
추억만들기캠핑장,관광지,경기도 여주시 북내면 중암1길 4,37.3486813683392,127.716494115516,,,,,경기 여주시 북내면 중암1길 4
초막골생태공원가족캠핑장,관광지,경기 군포시 초막골길 130,37.3473669790763,126.918131824485,,,,,경기 군포시 초막골길 130
통진두레문화센터,관광지,경기도 김포시 통진읍 김포대로 2347-8,37.695785045613,126.586972150992,,,,,경기 김포시 통진읍 김포대로 2347-8
통일공원,관광지,경기도 파주시 파주읍 통일로 1586-24,37.8490943987403,126.789889442156,,,,,경기 파주시 파주읍 통일로 1586-24
토토큰바위캠프,관광지,경기 가평군 북면 화악산로 1246,37.9621769153323,127.527880067543,,,,,경기 가평군 북면 화악산로 1246
토아트갤러리,관광지,경기 이천시 신둔면 경충대로 3189,37.3106765146058,127.400787230568,,,,,경기 이천시 신둔면 경충대로 3189
탄도항 노을펜션 캠핑장,관광지,경기도 안산시 단원구 대부황금로 17-2,37.194418167409,126.645474890885,,,,,경기 안산시 단원구 대부황금로 17-2
탄도어촌체험마을,관광지,경기도 안산시 단원구 대부황금로 17-34,37.1933222115268,126.645380900779,,,,,경기 안산시 단원구 대부황금로 17-34
탄도 바닷길,관광지,경기도 안산시 단원구 대부황금로 7 안산어촌민속전시관,37.1925072623148,126.6461205161,,,,,경기 안산시 단원구 대부황금로 7
클럽노블픽,관광지,경기도 가평군 청평면 모꼬지로 154,37.6896794936404,127.369249869978,,,,,경기 가평군 청평면 모꼬지로 154
캡틴카라반&글램핑,관광지,경기도 가평군 상면 청군로 776-22,37.7806519031869,127.371329195781,,,,,경기 가평군 상면 청군로 776-22
파평용연,관광지,경기도 파주시 파평면 늘노리 385-1,37.9285543224681,126.846304776351,,,,,경기 파주시 파평면 눌노리 385-1
파주장단콩전시관,관광지,경기 파주시 문산읍 임진각로 148-73,37.8914503150005,126.740279546575,,,,,경기 파주시 문산읍 임진각로 148-73
